State,District,Year,Ground_Water_Level,Date
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2007,0,2007/03/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2008,0,2008/03/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2009,0,2009/03/01
"DAMAN &DIU",Daman,2005,0,2005/03/01
"DAMAN &DIU",Daman,2006,0,2006/03/01
"DAMAN &DIU",Daman,2007,0,2007/03/01
"DAMAN &DIU",Daman,2008,0,2008/03/01
"DAMAN &DIU",Daman,2009,0,2009/03/01
"DAMAN &DIU",Diu,2005,0,2005/03/01
"DAMAN &DIU",Diu,2006,0,2006/03/01
"DAMAN &DIU",Diu,2007,0,2007/03/01
"DAMAN &DIU",Diu,2008,0,2008/03/01
"DAMAN &DIU",Diu,2009,0,2009/03/01
DELHI,Central,2005,0,2005/03/01
DELHI,Central,2006,0,2006/03/01
DELHI,Central,2007,0,2007/03/01
DELHI,Central,2008,0,2008/03/01
DELHI,Central,2009,0,2009/03/01
DELHI,East,2005,0,2005/03/01
DELHI,East,2006,0,2006/03/01
DELHI,East,2007,0,2007/03/01
DELHI,East,2008,0,2008/03/01
DELHI,East,2009,0,2009/03/01
DELHI,"New Delhi",2005,0,2005/03/01
DELHI,"New Delhi",2006,0,2006/03/01
DELHI,"New Delhi",2007,0,2007/03/01
DELHI,"New Delhi",2008,0,2008/03/01
DELHI,"New Delhi",2009,0,2009/03/01
DELHI,North,2005,0,2005/03/01
DELHI,North,2006,0,2006/03/01
DELHI,North,2007,0,2007/03/01
DELHI,North,2008,0,2008/03/01
DELHI,North,2009,0,2009/03/01
DELHI,"North East",2005,0,2005/03/01
DELHI,"North East",2006,0,2006/03/01
DELHI,"North East",2007,0,2007/03/01
DELHI,"North East",2008,0,2008/03/01
DELHI,"North East",2009,0,2009/03/01
DELHI,"North West",2005,0,2005/03/01
DELHI,"North West",2006,0,2006/03/01
DELHI,"North West",2007,0,2007/03/01
DELHI,"North West",2008,0,2008/03/01
DELHI,"North West",2009,0,2009/03/01
DELHI,South,2005,0,2005/03/01
DELHI,South,2006,0,2006/03/01
DELHI,South,2007,32.3058064516129,2007/03/01
DELHI,South,2008,0,2008/03/01
DELHI,South,2009,0,2009/03/01
DELHI,"South West",2005,0,2005/03/01
DELHI,"South West",2006,0,2006/03/01
DELHI,"South West",2007,1.41951219512195,2007/03/01
DELHI,"South West",2008,0,2008/03/01
DELHI,"South West",2009,0,2009/03/01
DELHI,West,2005,0,2005/03/01
DELHI,West,2006,0,2006/03/01
DELHI,West,2007,0,2007/03/01
DELHI,West,2008,0,2008/03/01
DELHI,West,2009,0,2009/03/01
GOA,"North Goa",2005,0,2005/03/01
GOA,"North Goa",2006,0,2006/03/01
GOA,"North Goa",2007,0,2007/03/01
GOA,"North Goa",2008,0,2008/03/01
GOA,"North Goa",2009,0,2009/03/01
GOA,"South Goa",2005,0,2005/03/01
GOA,"South Goa",2006,0,2006/03/01
GOA,"South Goa",2007,0,2007/03/01
GOA,"South Goa",2008,0,2008/03/01
GOA,"South Goa",2009,0,2009/03/01
GUJARAT,Ahmadabad,2005,0,2005/03/01
GUJARAT,Ahmadabad,2006,0,2006/03/01
GUJARAT,Ahmadabad,2007,0,2007/03/01
GUJARAT,Ahmadabad,2008,0,2008/03/01
GUJARAT,Ahmadabad,2009,0,2009/03/01
GUJARAT,Amreli,2005,0,2005/03/01
GUJARAT,Amreli,2006,0.0719298245614,2006/03/01
GUJARAT,Amreli,2007,0,2007/03/01
GUJARAT,Amreli,2008,0,2008/03/01
GUJARAT,Amreli,2009,0,2009/03/01
GUJARAT,Anand,2005,0,2005/03/01
GUJARAT,Anand,2006,0,2006/03/01
GUJARAT,Anand,2007,0,2007/03/01
GUJARAT,Anand,2008,0,2008/03/01
GUJARAT,Anand,2009,0,2009/03/01
GUJARAT,"Banas Kantha",2005,0,2005/03/01
GUJARAT,"Banas Kantha",2006,0,2006/03/01
GUJARAT,"Banas Kantha",2007,0,2007/03/01
GUJARAT,"Banas Kantha",2008,0,2008/03/01
GUJARAT,"Banas Kantha",2009,0,2009/03/01
GUJARAT,Bharuch,2005,0,2005/03/01
GUJARAT,Bharuch,2006,0,2006/03/01
GUJARAT,Bharuch,2007,0,2007/03/01
GUJARAT,Bharuch,2008,0,2008/03/01
GUJARAT,Bharuch,2009,0,2009/03/01
GUJARAT,Bhavnagar,2005,0,2005/03/01
GUJARAT,Bhavnagar,2006,0.28065217391304,2006/03/01
GUJARAT,Bhavnagar,2007,0,2007/03/01
GUJARAT,Bhavnagar,2008,0,2008/03/01
GUJARAT,Bhavnagar,2009,0,2009/03/01
GUJARAT,Dohad,2005,0,2005/03/01
GUJARAT,Dohad,2006,0,2006/03/01
GUJARAT,Dohad,2007,0,2007/03/01
GUJARAT,Dohad,2008,0,2008/03/01
GUJARAT,Dohad,2009,0,2009/03/01
GUJARAT,Gandhinagar,2005,0,2005/03/01
GUJARAT,Gandhinagar,2006,0,2006/03/01
GUJARAT,Gandhinagar,2007,0,2007/03/01
GUJARAT,Gandhinagar,2008,0,2008/03/01
GUJARAT,Gandhinagar,2009,0,2009/03/01
GUJARAT,Jamnagar,2005,0,2005/03/01
GUJARAT,Jamnagar,2006,0.11090909090909,2006/03/01
GUJARAT,Jamnagar,2007,0,2007/03/01
GUJARAT,Jamnagar,2008,0,2008/03/01
GUJARAT,Jamnagar,2009,0,2009/03/01
GUJARAT,Junagadh,2005,0,2005/03/01
GUJARAT,Junagadh,2006,0.24619047619048,2006/03/01
GUJARAT,Junagadh,2007,0,2007/03/01
GUJARAT,Junagadh,2008,0,2008/03/01
GUJARAT,Junagadh,2009,0,2009/03/01
GUJARAT,Kachchh,2005,0,2005/03/01
GUJARAT,Kachchh,2006,0,2006/03/01
GUJARAT,Kachchh,2007,0,2007/03/01
GUJARAT,Kachchh,2008,0,2008/03/01
GUJARAT,Kachchh,2009,0,2009/03/01
GUJARAT,Kheda,2005,0,2005/03/01
GUJARAT,Kheda,2006,0.18291666666667,2006/03/01
GUJARAT,Kheda,2007,0,2007/03/01
GUJARAT,Kheda,2008,0,2008/03/01
GUJARAT,Kheda,2009,0,2009/03/01
GUJARAT,Mahesana,2005,0,2005/03/01
GUJARAT,Mahesana,2006,0,2006/03/01
GUJARAT,Mahesana,2007,0,2007/03/01
GUJARAT,Mahesana,2008,0,2008/03/01
GUJARAT,Mahesana,2009,0,2009/03/01
GUJARAT,Narmada,2005,0,2005/03/01
GUJARAT,Narmada,2006,0,2006/03/01
GUJARAT,Narmada,2007,0,2007/03/01
GUJARAT,Narmada,2008,0,2008/03/01
GUJARAT,Narmada,2009,0,2009/03/01
GUJARAT,Navsari,2005,0,2005/03/01
GUJARAT,Navsari,2006,0,2006/03/01
GUJARAT,Navsari,2007,0,2007/03/01
GUJARAT,Navsari,2008,0,2008/03/01
GUJARAT,Navsari,2009,0,2009/03/01
GUJARAT,"Panch Mahals",2005,0,2005/03/01
GUJARAT,"Panch Mahals",2006,0.208,2006/03/01
GUJARAT,"Panch Mahals",2007,0,2007/03/01
GUJARAT,"Panch Mahals",2008,0,2008/03/01
GUJARAT,"Panch Mahals",2009,0,2009/03/01
GUJARAT,Patan,2005,0,2005/03/01
GUJARAT,Patan,2006,0,2006/03/01
GUJARAT,Patan,2007,0,2007/03/01
GUJARAT,Patan,2008,0,2008/03/01
GUJARAT,Patan,2009,0,2009/03/01
GUJARAT,Porbandar,2005,0,2005/03/01
GUJARAT,Porbandar,2006,0,2006/03/01
GUJARAT,Porbandar,2007,0,2007/03/01
GUJARAT,Porbandar,2008,0,2008/03/01
GUJARAT,Porbandar,2009,0,2009/03/01
GUJARAT,Rajkot,2005,0,2005/03/01
GUJARAT,Rajkot,2006,0.08852459016393,2006/03/01
GUJARAT,Rajkot,2007,0,2007/03/01
GUJARAT,Rajkot,2008,0,2008/03/01
GUJARAT,Rajkot,2009,0,2009/03/01
GUJARAT,"Sabar Kantha",2005,0,2005/03/01
GUJARAT,"Sabar Kantha",2006,0.16714285714286,2006/03/01
GUJARAT,"Sabar Kantha",2007,0,2007/03/01
GUJARAT,"Sabar Kantha",2008,0,2008/03/01
GUJARAT,"Sabar Kantha",2009,0,2009/03/01
GUJARAT,Surat,2005,0,2005/03/01
GUJARAT,Surat,2006,0,2006/03/01
GUJARAT,Surat,2007,0,2007/03/01
GUJARAT,Surat,2008,0,2008/03/01
GUJARAT,Surat,2009,0,2009/03/01
GUJARAT,Surendranagar,2005,0,2005/03/01
GUJARAT,Surendranagar,2006,0.09886363636364,2006/03/01
GUJARAT,Surendranagar,2007,0,2007/03/01
GUJARAT,Surendranagar,2008,0,2008/03/01
GUJARAT,Surendranagar,2009,0,2009/03/01
GUJARAT,"The Dangs",2005,0,2005/03/01
GUJARAT,"The Dangs",2006,0,2006/03/01
GUJARAT,"The Dangs",2007,0,2007/03/01
GUJARAT,"The Dangs",2008,0,2008/03/01
GUJARAT,"The Dangs",2009,0,2009/03/01
GUJARAT,Vadodara,2005,0,2005/03/01
GUJARAT,Vadodara,2006,0,2006/03/01
GUJARAT,Vadodara,2007,0,2007/03/01
GUJARAT,Vadodara,2008,0,2008/03/01
GUJARAT,Vadodara,2009,0,2009/03/01
GUJARAT,Valsad,2005,0,2005/03/01
GUJARAT,Valsad,2006,0,2006/03/01
GUJARAT,Valsad,2007,0,2007/03/01
GUJARAT,Valsad,2008,0,2008/03/01
GUJARAT,Valsad,2009,0,2009/03/01
HARYANA,Ambala,2005,0,2005/03/01
HARYANA,Ambala,2006,0,2006/03/01
HARYANA,Ambala,2007,0,2007/03/01
HARYANA,Ambala,2008,0,2008/03/01
HARYANA,Ambala,2009,0,2009/03/01
HARYANA,Bhiwani,2005,0,2005/03/01
HARYANA,Bhiwani,2006,0,2006/03/01
HARYANA,Bhiwani,2007,0.8934375,2007/03/01
HARYANA,Bhiwani,2008,0,2008/03/01
HARYANA,Bhiwani,2009,0,2009/03/01
HARYANA,Faridabad,2005,1.26833333333333,2005/03/01
HARYANA,Faridabad,2006,1.39821428571429,2006/03/01
HARYANA,Faridabad,2007,0.45888888888889,2007/03/01
HARYANA,Faridabad,2008,0,2008/03/01
HARYANA,Faridabad,2009,0,2009/03/01
HARYANA,Fatehabad,2005,0,2005/03/01
HARYANA,Fatehabad,2006,0,2006/03/01
HARYANA,Fatehabad,2007,2.612,2007/03/01
HARYANA,Fatehabad,2008,0,2008/03/01
HARYANA,Fatehabad,2009,0,2009/03/01
HARYANA,Gurgaon,2005,0,2005/03/01
HARYANA,Gurgaon,2006,0,2006/03/01
HARYANA,Gurgaon,2007,0.472,2007/03/01
HARYANA,Gurgaon,2008,0,2008/03/01
HARYANA,Gurgaon,2009,0,2009/03/01
HARYANA,Hisar,2005,0,2005/03/01
HARYANA,Hisar,2006,0,2006/03/01
HARYANA,Hisar,2007,0.40733333333333,2007/03/01
HARYANA,Hisar,2008,0,2008/03/01
HARYANA,Hisar,2009,0,2009/03/01
HARYANA,Jhajjar,2005,0,2005/03/01
HARYANA,Jhajjar,2006,0,2006/03/01
HARYANA,Jhajjar,2007,0,2007/03/01
HARYANA,Jhajjar,2008,0,2008/03/01
HARYANA,Jhajjar,2009,0,2009/03/01
HARYANA,Jind,2005,0,2005/03/01
HARYANA,Jind,2006,0,2006/03/01
HARYANA,Jind,2007,0.65772727272727,2007/03/01
HARYANA,Jind,2008,0,2008/03/01
HARYANA,Jind,2009,0,2009/03/01
HARYANA,Kaithal,2005,0,2005/03/01
HARYANA,Kaithal,2006,0,2006/03/01
HARYANA,Kaithal,2007,1.94588235294118,2007/03/01
HARYANA,Kaithal,2008,0,2008/03/01
HARYANA,Kaithal,2009,0,2009/03/01
HARYANA,Karnal,2005,0,2005/03/01
HARYANA,Karnal,2006,0,2006/03/01
HARYANA,Karnal,2007,0.85060606060606,2007/03/01
HARYANA,Karnal,2008,0,2008/03/01
HARYANA,Karnal,2009,0,2009/03/01
HARYANA,Kurukshetra,2005,0,2005/03/01
HARYANA,Kurukshetra,2006,0,2006/03/01
HARYANA,Kurukshetra,2007,0,2007/03/01
HARYANA,Kurukshetra,2008,0,2008/03/01
HARYANA,Kurukshetra,2009,0,2009/03/01
HARYANA,Mahendragarh,2005,0,2005/03/01
HARYANA,Mahendragarh,2006,0,2006/03/01
HARYANA,Mahendragarh,2007,3.82,2007/03/01
HARYANA,Mahendragarh,2008,0,2008/03/01
HARYANA,Mahendragarh,2009,0,2009/03/01
HARYANA,Panchkula,2005,0,2005/03/01
HARYANA,Panchkula,2006,0,2006/03/01
HARYANA,Panchkula,2007,1.81625,2007/03/01
HARYANA,Panchkula,2008,0,2008/03/01
HARYANA,Panchkula,2009,0,2009/03/01
HARYANA,Panipat,2005,0,2005/03/01
HARYANA,Panipat,2006,0,2006/03/01
HARYANA,Panipat,2007,0,2007/03/01
HARYANA,Panipat,2008,0,2008/03/01
HARYANA,Panipat,2009,0,2009/03/01
HARYANA,Rewari,2005,0,2005/03/01
HARYANA,Rewari,2006,0,2006/03/01
HARYANA,Rewari,2007,1.675,2007/03/01
HARYANA,Rewari,2008,0,2008/03/01
HARYANA,Rewari,2009,0,2009/03/01
HARYANA,Rohtak,2005,0,2005/03/01
HARYANA,Rohtak,2006,0,2006/03/01
HARYANA,Rohtak,2007,0.33105263157895,2007/03/01
HARYANA,Rohtak,2008,0,2008/03/01
HARYANA,Rohtak,2009,0,2009/03/01
HARYANA,Sirsa,2005,0,2005/03/01
HARYANA,Sirsa,2006,0,2006/03/01
HARYANA,Sirsa,2007,2.2090625,2007/03/01
HARYANA,Sirsa,2008,0,2008/03/01
HARYANA,Sirsa,2009,0,2009/03/01
HARYANA,Sonipat,2005,0,2005/03/01
HARYANA,Sonipat,2006,0,2006/03/01
HARYANA,Sonipat,2007,0.2434375,2007/03/01
HARYANA,Sonipat,2008,0,2008/03/01
HARYANA,Sonipat,2009,0,2009/03/01
HARYANA,Yamunanagar,2005,0,2005/03/01
HARYANA,Yamunanagar,2006,0,2006/03/01
HARYANA,Yamunanagar,2007,0.34304347826087,2007/03/01
HARYANA,Yamunanagar,2008,0,2008/03/01
HARYANA,Yamunanagar,2009,0,2009/03/01
"HIMACHAL PRADESH",Bilaspur,2005,0,2005/03/01
"HIMACHAL PRADESH",Bilaspur,2006,0,2006/03/01
"HIMACHAL PRADESH",Bilaspur,2007,0,2007/03/01
"HIMACHAL PRADESH",Bilaspur,2008,0,2008/03/01
"HIMACHAL PRADESH",Bilaspur,2009,0,2009/03/01
"HIMACHAL PRADESH",Chamba,2005,0,2005/03/01
"HIMACHAL PRADESH",Chamba,2006,0,2006/03/01
"HIMACHAL PRADESH",Chamba,2007,0,2007/03/01
"HIMACHAL PRADESH",Chamba,2008,0,2008/03/01
"HIMACHAL PRADESH",Chamba,2009,0,2009/03/01
"HIMACHAL PRADESH",Hamirpur,2005,0,2005/03/01
"HIMACHAL PRADESH",Hamirpur,2006,0,2006/03/01
"HIMACHAL PRADESH",Hamirpur,2007,0,2007/03/01
"HIMACHAL PRADESH",Hamirpur,2008,0,2008/03/01
"HIMACHAL PRADESH",Hamirpur,2009,0,2009/03/01
"HIMACHAL PRADESH",Kangra,2005,0,2005/03/01
"HIMACHAL PRADESH",Kangra,2006,0,2006/03/01
"HIMACHAL PRADESH",Kangra,2007,0,2007/03/01
"HIMACHAL PRADESH",Kangra,2008,0,2008/03/01
"HIMACHAL PRADESH",Kangra,2009,0,2009/03/01
"HIMACHAL PRADESH",Kinnaur,2005,0,2005/03/01
"HIMACHAL PRADESH",Kinnaur,2006,0,2006/03/01
"HIMACHAL PRADESH",Kinnaur,2007,0,2007/03/01
"HIMACHAL PRADESH",Kinnaur,2008,0,2008/03/01
"HIMACHAL PRADESH",Kinnaur,2009,0,2009/03/01
"HIMACHAL PRADESH",Kullu,2005,0,2005/03/01
"HIMACHAL PRADESH",Kullu,2006,0,2006/03/01
"HIMACHAL PRADESH",Kullu,2007,0,2007/03/01
"HIMACHAL PRADESH",Kullu,2008,0,2008/03/01
"HIMACHAL PRADESH",Kullu,2009,0,2009/03/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2005,0,2005/03/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2006,0,2006/03/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2007,0,2007/03/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2008,0,2008/03/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2009,0,2009/03/01
"HIMACHAL PRADESH",Mandi,2005,0,2005/03/01
"HIMACHAL PRADESH",Mandi,2006,0,2006/03/01
"HIMACHAL PRADESH",Mandi,2007,0,2007/03/01
"HIMACHAL PRADESH",Mandi,2008,0,2008/03/01
"HIMACHAL PRADESH",Mandi,2009,0,2009/03/01
"HIMACHAL PRADESH",Shimla,2005,0,2005/03/01
"HIMACHAL PRADESH",Shimla,2006,0,2006/03/01
"HIMACHAL PRADESH",Shimla,2007,0,2007/03/01
"HIMACHAL PRADESH",Shimla,2008,0,2008/03/01
"HIMACHAL PRADESH",Shimla,2009,0,2009/03/01
"HIMACHAL PRADESH",Sirmaur,2005,0,2005/03/01
"HIMACHAL PRADESH",Sirmaur,2006,0,2006/03/01
"HIMACHAL PRADESH",Sirmaur,2007,0,2007/03/01
"HIMACHAL PRADESH",Sirmaur,2008,0,2008/03/01
"HIMACHAL PRADESH",Sirmaur,2009,0,2009/03/01
"HIMACHAL PRADESH",Solan,2005,0,2005/03/01
"HIMACHAL PRADESH",Solan,2006,0,2006/03/01
"HIMACHAL PRADESH",Solan,2007,0,2007/03/01
"HIMACHAL PRADESH",Solan,2008,0,2008/03/01
"HIMACHAL PRADESH",Solan,2009,0,2009/03/01
"HIMACHAL PRADESH",Una,2005,0,2005/03/01
"HIMACHAL PRADESH",Una,2006,0,2006/03/01
"HIMACHAL PRADESH",Una,2007,0,2007/03/01
"HIMACHAL PRADESH",Una,2008,0,2008/03/01
"HIMACHAL PRADESH",Una,2009,0,2009/03/01
"JAMMU & KASHMIR",Anantnag,2005,0,2005/03/01
"JAMMU & KASHMIR",Anantnag,2006,0,2006/03/01
"JAMMU & KASHMIR",Anantnag,2007,0,2007/03/01
"JAMMU & KASHMIR",Anantnag,2008,0,2008/03/01
"JAMMU & KASHMIR",Anantnag,2009,0,2009/03/01
"JAMMU & KASHMIR",Badgam,2005,0,2005/03/01
"JAMMU & KASHMIR",Badgam,2006,0,2006/03/01
"JAMMU & KASHMIR",Badgam,2007,0,2007/03/01
"JAMMU & KASHMIR",Badgam,2008,0,2008/03/01
"JAMMU & KASHMIR",Badgam,2009,0,2009/03/01
"JAMMU & KASHMIR",Baramula,2005,0,2005/03/01
"JAMMU & KASHMIR",Baramula,2006,0,2006/03/01
"JAMMU & KASHMIR",Baramula,2007,0,2007/03/01
"JAMMU & KASHMIR",Baramula,2008,0,2008/03/01
"JAMMU & KASHMIR",Baramula,2009,0,2009/03/01
"JAMMU & KASHMIR",Doda,2005,0,2005/03/01
"JAMMU & KASHMIR",Doda,2006,0,2006/03/01
"JAMMU & KASHMIR",Doda,2007,0,2007/03/01
"JAMMU & KASHMIR",Doda,2008,0,2008/03/01
"JAMMU & KASHMIR",Doda,2009,0,2009/03/01
"JAMMU & KASHMIR",Jammu,2005,0,2005/03/01
"JAMMU & KASHMIR",Jammu,2006,0,2006/03/01
"JAMMU & KASHMIR",Jammu,2007,0,2007/03/01
"JAMMU & KASHMIR",Jammu,2008,0,2008/03/01
"JAMMU & KASHMIR",Jammu,2009,0,2009/03/01
"JAMMU & KASHMIR",Kargil,2005,0,2005/03/01
"JAMMU & KASHMIR",Kargil,2006,0,2006/03/01
"JAMMU & KASHMIR",Kargil,2007,0,2007/03/01
"JAMMU & KASHMIR",Kargil,2008,0,2008/03/01
"JAMMU & KASHMIR",Kargil,2009,0,2009/03/01
"JAMMU & KASHMIR",Kathua,2005,0,2005/03/01
"JAMMU & KASHMIR",Kathua,2006,0,2006/03/01
"JAMMU & KASHMIR",Kathua,2007,0,2007/03/01
"JAMMU & KASHMIR",Kathua,2008,0,2008/03/01
"JAMMU & KASHMIR",Kathua,2009,0,2009/03/01
"JAMMU & KASHMIR",Kupwara,2005,0,2005/03/01
"JAMMU & KASHMIR",Kupwara,2006,0,2006/03/01
"JAMMU & KASHMIR",Kupwara,2007,0,2007/03/01
"JAMMU & KASHMIR",Kupwara,2008,0,2008/03/01
"JAMMU & KASHMIR",Kupwara,2009,0,2009/03/01
"JAMMU & KASHMIR","Leh (Ladakh)",2005,0,2005/03/01
"JAMMU & KASHMIR","Leh (Ladakh)",2006,0,2006/03/01
"JAMMU & KASHMIR","Leh (Ladakh)",2007,0,2007/03/01
"JAMMU & KASHMIR","Leh (Ladakh)",2008,0,2008/03/01
"JAMMU & KASHMIR","Leh (Ladakh)",2009,0,2009/03/01
"JAMMU & KASHMIR",Pulwama,2005,0,2005/03/01
"JAMMU & KASHMIR",Pulwama,2006,0,2006/03/01
"JAMMU & KASHMIR",Pulwama,2007,0,2007/03/01
"JAMMU & KASHMIR",Pulwama,2008,0,2008/03/01
"JAMMU & KASHMIR",Pulwama,2009,0,2009/03/01
"JAMMU & KASHMIR",Punch,2005,0,2005/03/01
"JAMMU & KASHMIR",Punch,2006,0,2006/03/01
"JAMMU & KASHMIR",Punch,2007,0,2007/03/01
"JAMMU & KASHMIR",Punch,2008,0,2008/03/01
"JAMMU & KASHMIR",Punch,2009,0,2009/03/01
"JAMMU & KASHMIR",Rajauri,2005,0,2005/03/01
"JAMMU & KASHMIR",Rajauri,2006,0,2006/03/01
"JAMMU & KASHMIR",Rajauri,2007,0,2007/03/01
"JAMMU & KASHMIR",Rajauri,2008,0,2008/03/01
"JAMMU & KASHMIR",Rajauri,2009,0,2009/03/01
"JAMMU & KASHMIR",Srinagar,2005,0,2005/03/01
"JAMMU & KASHMIR",Srinagar,2006,0,2006/03/01
"JAMMU & KASHMIR",Srinagar,2007,0,2007/03/01
"JAMMU & KASHMIR",Srinagar,2008,0,2008/03/01
"JAMMU & KASHMIR",Srinagar,2009,0,2009/03/01
"JAMMU & KASHMIR",Udhampur,2005,0,2005/03/01
"JAMMU & KASHMIR",Udhampur,2006,0,2006/03/01
"JAMMU & KASHMIR",Udhampur,2007,0,2007/03/01
"JAMMU & KASHMIR",Udhampur,2008,0,2008/03/01
"JAMMU & KASHMIR",Udhampur,2009,0,2009/03/01
JHARKHAND,Bokaro,2005,0,2005/03/01
JHARKHAND,Bokaro,2006,0,2006/03/01
JHARKHAND,Bokaro,2007,0,2007/03/01
JHARKHAND,Bokaro,2008,0,2008/03/01
JHARKHAND,Bokaro,2009,0,2009/03/01
JHARKHAND,Chatra,2005,0,2005/03/01
JHARKHAND,Chatra,2006,0,2006/03/01
JHARKHAND,Chatra,2007,0,2007/03/01
JHARKHAND,Chatra,2008,0,2008/03/01
JHARKHAND,Chatra,2009,0,2009/03/01
JHARKHAND,Deoghar,2005,0,2005/03/01
JHARKHAND,Deoghar,2006,0,2006/03/01
JHARKHAND,Deoghar,2007,0,2007/03/01
JHARKHAND,Deoghar,2008,0,2008/03/01
JHARKHAND,Deoghar,2009,0,2009/03/01
JHARKHAND,Dhanbad,2005,0,2005/03/01
JHARKHAND,Dhanbad,2006,0,2006/03/01
JHARKHAND,Dhanbad,2007,0,2007/03/01
JHARKHAND,Dhanbad,2008,0,2008/03/01
JHARKHAND,Dhanbad,2009,0,2009/03/01
JHARKHAND,Dumka,2005,0,2005/03/01
JHARKHAND,Dumka,2006,0,2006/03/01
JHARKHAND,Dumka,2007,0,2007/03/01
JHARKHAND,Dumka,2008,0,2008/03/01
JHARKHAND,Dumka,2009,0,2009/03/01
JHARKHAND,Garhwa,2005,0,2005/03/01
JHARKHAND,Garhwa,2006,0,2006/03/01
JHARKHAND,Garhwa,2007,0,2007/03/01
JHARKHAND,Garhwa,2008,0,2008/03/01
JHARKHAND,Garhwa,2009,0,2009/03/01
JHARKHAND,Giridih,2005,0,2005/03/01
JHARKHAND,Giridih,2006,0,2006/03/01
JHARKHAND,Giridih,2007,0,2007/03/01
JHARKHAND,Giridih,2008,0,2008/03/01
JHARKHAND,Giridih,2009,0,2009/03/01
JHARKHAND,Godda,2005,0,2005/03/01
JHARKHAND,Godda,2006,0,2006/03/01
JHARKHAND,Godda,2007,0,2007/03/01
JHARKHAND,Godda,2008,0,2008/03/01
JHARKHAND,Godda,2009,0,2009/03/01
JHARKHAND,Gumla,2005,0,2005/03/01
JHARKHAND,Gumla,2006,0,2006/03/01
JHARKHAND,Gumla,2007,0,2007/03/01
JHARKHAND,Gumla,2008,0,2008/03/01
JHARKHAND,Gumla,2009,0,2009/03/01
JHARKHAND,Hazaribag,2005,0,2005/03/01
JHARKHAND,Hazaribag,2006,0,2006/03/01
JHARKHAND,Hazaribag,2007,0,2007/03/01
JHARKHAND,Hazaribag,2008,0,2008/03/01
JHARKHAND,Hazaribag,2009,0,2009/03/01
JHARKHAND,Kodarma,2005,0,2005/03/01
JHARKHAND,Kodarma,2006,0,2006/03/01
JHARKHAND,Kodarma,2007,0,2007/03/01
JHARKHAND,Kodarma,2008,0,2008/03/01
JHARKHAND,Kodarma,2009,0,2009/03/01
JHARKHAND,Lohardaga,2005,0,2005/03/01
JHARKHAND,Lohardaga,2006,0,2006/03/01
JHARKHAND,Lohardaga,2007,0,2007/03/01
JHARKHAND,Lohardaga,2008,0,2008/03/01
JHARKHAND,Lohardaga,2009,0,2009/03/01
JHARKHAND,Pakaur,2005,0,2005/03/01
JHARKHAND,Pakaur,2006,0,2006/03/01
JHARKHAND,Pakaur,2007,0,2007/03/01
JHARKHAND,Pakaur,2008,0,2008/03/01
JHARKHAND,Pakaur,2009,0,2009/03/01
JHARKHAND,Palamu,2005,0,2005/03/01
JHARKHAND,Palamu,2006,0,2006/03/01
JHARKHAND,Palamu,2007,0,2007/03/01
JHARKHAND,Palamu,2008,0,2008/03/01
JHARKHAND,Palamu,2009,0,2009/03/01
JHARKHAND,"Pashchimi Singhbhum",2005,0,2005/03/01
JHARKHAND,"Pashchimi Singhbhum",2006,0,2006/03/01
JHARKHAND,"Pashchimi Singhbhum",2007,0,2007/03/01
JHARKHAND,"Pashchimi Singhbhum",2008,0,2008/03/01
JHARKHAND,"Pashchimi Singhbhum",2009,0,2009/03/01
JHARKHAND,"Purbi Singhbhum",2005,0,2005/03/01
JHARKHAND,"Purbi Singhbhum",2006,0,2006/03/01
JHARKHAND,"Purbi Singhbhum",2007,0,2007/03/01
JHARKHAND,"Purbi Singhbhum",2008,0,2008/03/01
JHARKHAND,"Purbi Singhbhum",2009,0,2009/03/01
JHARKHAND,Ranchi,2005,0,2005/03/01
JHARKHAND,Ranchi,2006,0,2006/03/01
JHARKHAND,Ranchi,2007,0,2007/03/01
JHARKHAND,Ranchi,2008,0,2008/03/01
JHARKHAND,Ranchi,2009,0,2009/03/01
JHARKHAND,Sahibganj,2005,0,2005/03/01
JHARKHAND,Sahibganj,2006,0,2006/03/01
JHARKHAND,Sahibganj,2007,0,2007/03/01
JHARKHAND,Sahibganj,2008,0,2008/03/01
JHARKHAND,Sahibganj,2009,0,2009/03/01
KARNATAKA,Bagalkot,2005,0,2005/03/01
KARNATAKA,Bagalkot,2006,0,2006/03/01
KARNATAKA,Bagalkot,2007,0,2007/03/01
KARNATAKA,Bagalkot,2008,0,2008/03/01
KARNATAKA,Bagalkot,2009,0,2009/03/01
KARNATAKA,Bangalore,2005,0,2005/03/01
KARNATAKA,Bangalore,2006,0,2006/03/01
KARNATAKA,Bangalore,2007,0,2007/03/01
KARNATAKA,Bangalore,2008,0,2008/03/01
KARNATAKA,Bangalore,2009,0,2009/03/01
KARNATAKA,"Bangalore Rural",2005,0,2005/03/01
