State,District,Year,Ground_Water_Level,Date
BIHAR,Purnia,2008,1.81142857142857,2008/01/01
BIHAR,Purnia,2009,2.825,2009/01/01
BIHAR,Rohtas,2005,2.82,2005/01/01
BIHAR,Rohtas,2006,3.45125,2006/01/01
BIHAR,Rohtas,2007,5.735625,2007/01/01
BIHAR,Rohtas,2008,3.762,2008/01/01
BIHAR,Rohtas,2009,2.91461538461538,2009/01/01
BIHAR,Saharsa,2005,2.635,2005/01/01
BIHAR,Saharsa,2006,0.99222222222222,2006/01/01
BIHAR,Saharsa,2007,2.965,2007/01/01
BIHAR,Saharsa,2008,1.497,2008/01/01
BIHAR,Saharsa,2009,2.3425,2009/01/01
BIHAR,Samastipur,2005,4.09,2005/01/01
BIHAR,Samastipur,2006,2.46727272727273,2006/01/01
BIHAR,Samastipur,2007,3.11909090909091,2007/01/01
BIHAR,Samastipur,2008,2.62125,2008/01/01
BIHAR,Samastipur,2009,3.48777777777778,2009/01/01
BIHAR,Saran,2005,1.57133333333333,2005/01/01
BIHAR,Saran,2006,2.81875,2006/01/01
BIHAR,Saran,2007,2.484,2007/01/01
BIHAR,Saran,2008,2.336875,2008/01/01
BIHAR,Saran,2009,3.00714285714286,2009/01/01
BIHAR,Sheikhpura,2005,0,2005/01/01
BIHAR,Sheikhpura,2006,1.4,2006/01/01
BIHAR,Sheikhpura,2007,0,2007/01/01
BIHAR,Sheikhpura,2008,0,2008/01/01
BIHAR,Sheikhpura,2009,0,2009/01/01
BIHAR,Sheohar,2005,3.43,2005/01/01
BIHAR,Sheohar,2006,0,2006/01/01
BIHAR,Sheohar,2007,0,2007/01/01
BIHAR,Sheohar,2008,0,2008/01/01
BIHAR,Sheohar,2009,0,2009/01/01
BIHAR,Sitamarhi,2005,2.47285714285714,2005/01/01
BIHAR,Sitamarhi,2006,1.03571428571429,2006/01/01
BIHAR,Sitamarhi,2007,1.775,2007/01/01
BIHAR,Sitamarhi,2008,0.67666666666667,2008/01/01
BIHAR,Sitamarhi,2009,1.84,2009/01/01
BIHAR,Siwan,2005,0.62214285714286,2005/01/01
BIHAR,Siwan,2006,2.08466666666667,2006/01/01
BIHAR,Siwan,2007,2.55,2007/01/01
BIHAR,Siwan,2008,2.06111111111111,2008/01/01
BIHAR,Siwan,2009,2.319,2009/01/01
BIHAR,Supaul,2005,1.613,2005/01/01
BIHAR,Supaul,2006,1.48769230769231,2006/01/01
BIHAR,Supaul,2007,1.79769230769231,2007/01/01
BIHAR,Supaul,2008,2.387,2008/01/01
BIHAR,Supaul,2009,1.965,2009/01/01
BIHAR,Vaishali,2005,4.68571428571429,2005/01/01
BIHAR,Vaishali,2006,2.97285714285714,2006/01/01
BIHAR,Vaishali,2007,3.37666666666667,2007/01/01
BIHAR,Vaishali,2008,2.29,2008/01/01
BIHAR,Vaishali,2009,2.785,2009/01/01
CHANDIGARH,Chandigarh,2005,12.3447368421053,2005/01/01
CHANDIGARH,Chandigarh,2006,8.14476190476191,2006/01/01
CHANDIGARH,Chandigarh,2007,5.12444444444444,2007/01/01
CHANDIGARH,Chandigarh,2008,19.6064285714286,2008/01/01
CHANDIGARH,Chandigarh,2009,10.1280769230769,2009/01/01
CHHATTISGARH,Baster,2005,5.06785714285714,2005/01/01
CHHATTISGARH,Baster,2006,4.95277777777778,2006/01/01
CHHATTISGARH,Baster,2007,3.76806451612903,2007/01/01
CHHATTISGARH,Baster,2008,3.51431818181818,2008/01/01
CHHATTISGARH,Baster,2009,5.15131578947368,2009/01/01
CHHATTISGARH,Bilaspur,2005,2.79261904761905,2005/01/01
CHHATTISGARH,Bilaspur,2006,3.06316455696203,2006/01/01
CHHATTISGARH,Bilaspur,2007,6.88390243902439,2007/01/01
CHHATTISGARH,Bilaspur,2008,5.55511627906977,2008/01/01
CHHATTISGARH,Bilaspur,2009,5.80739130434783,2009/01/01
CHHATTISGARH,Dantewada,2005,4.10227272727273,2005/01/01
CHHATTISGARH,Dantewada,2006,4.0947619047619,2006/01/01
CHHATTISGARH,Dantewada,2007,2.66,2007/01/01
CHHATTISGARH,Dantewada,2008,2.985,2008/01/01
CHHATTISGARH,Dantewada,2009,3.2775,2009/01/01
CHHATTISGARH,Dhamtari,2005,5.11470588235294,2005/01/01
CHHATTISGARH,Dhamtari,2006,4.70166666666667,2006/01/01
CHHATTISGARH,Dhamtari,2007,4.59277777777778,2007/01/01
CHHATTISGARH,Dhamtari,2008,5.18722222222222,2008/01/01
CHHATTISGARH,Dhamtari,2009,4.98631578947368,2009/01/01
CHHATTISGARH,Durg,2005,7.75735294117647,2005/01/01
CHHATTISGARH,Durg,2006,6.33628571428571,2006/01/01
CHHATTISGARH,Durg,2007,8.18636363636364,2007/01/01
CHHATTISGARH,Durg,2008,4.46461538461539,2008/01/01
CHHATTISGARH,Durg,2009,7.34627450980392,2009/01/01
CHHATTISGARH,Janjgir-champa,2005,5.05115384615385,2005/01/01
CHHATTISGARH,Janjgir-champa,2006,4.26178571428571,2006/01/01
CHHATTISGARH,Janjgir-champa,2007,5.01821428571429,2007/01/01
CHHATTISGARH,Janjgir-champa,2008,3.87666666666667,2008/01/01
CHHATTISGARH,Janjgir-champa,2009,5.00433333333333,2009/01/01
CHHATTISGARH,Jashpur,2005,5.08666666666667,2005/01/01
CHHATTISGARH,Jashpur,2006,5.09222222222222,2006/01/01
CHHATTISGARH,Jashpur,2007,5.35296296296296,2007/01/01
CHHATTISGARH,Jashpur,2008,3.63606060606061,2008/01/01
CHHATTISGARH,Jashpur,2009,5.110625,2009/01/01
CHHATTISGARH,Kanker,2005,4.90291666666667,2005/01/01
CHHATTISGARH,Kanker,2006,4.97708333333333,2006/01/01
CHHATTISGARH,Kanker,2007,4.41470588235294,2007/01/01
CHHATTISGARH,Kanker,2008,4.86470588235294,2008/01/01
CHHATTISGARH,Kanker,2009,5.391875,2009/01/01
CHHATTISGARH,Kawardha,2005,4.56846153846154,2005/01/01
CHHATTISGARH,Kawardha,2006,4.30461538461538,2006/01/01
CHHATTISGARH,Kawardha,2007,4.17,2007/01/01
CHHATTISGARH,Kawardha,2008,4.50928571428571,2008/01/01
CHHATTISGARH,Kawardha,2009,5.99866666666667,2009/01/01
CHHATTISGARH,Korba,2005,4.93909090909091,2005/01/01
CHHATTISGARH,Korba,2006,6.27857142857143,2006/01/01
CHHATTISGARH,Korba,2007,6.7565,2007/01/01
CHHATTISGARH,Korba,2008,3.6525,2008/01/01
CHHATTISGARH,Korba,2009,6.013,2009/01/01
CHHATTISGARH,Koriya,2005,6.41227272727273,2005/01/01
CHHATTISGARH,Koriya,2006,5.79,2006/01/01
CHHATTISGARH,Koriya,2007,5.34,2007/01/01
CHHATTISGARH,Koriya,2008,4.7552380952381,2008/01/01
CHHATTISGARH,Koriya,2009,4.84347826086957,2009/01/01
CHHATTISGARH,Mahasamund,2005,7.35769230769231,2005/01/01
CHHATTISGARH,Mahasamund,2006,7.4212,2006/01/01
CHHATTISGARH,Mahasamund,2007,7.62769230769231,2007/01/01
CHHATTISGARH,Mahasamund,2008,6.97115384615385,2008/01/01
CHHATTISGARH,Mahasamund,2009,7.46535714285714,2009/01/01
CHHATTISGARH,Raigarh,2005,5.53235294117647,2005/01/01
CHHATTISGARH,Raigarh,2006,4.62911764705882,2006/01/01
CHHATTISGARH,Raigarh,2007,5.57382352941177,2007/01/01
CHHATTISGARH,Raigarh,2008,4.63638888888889,2008/01/01
CHHATTISGARH,Raigarh,2009,4.61631578947368,2009/01/01
CHHATTISGARH,Raipur,2005,4.6612380952381,2005/01/01
CHHATTISGARH,Raipur,2006,3.91280373831776,2006/01/01
CHHATTISGARH,Raipur,2007,3.20504761904762,2007/01/01
CHHATTISGARH,Raipur,2008,5.62385964912281,2008/01/01
CHHATTISGARH,Raipur,2009,5.71157894736842,2009/01/01
CHHATTISGARH,Rajnandgaon,2005,6.4265625,2005/01/01
CHHATTISGARH,Rajnandgaon,2006,4.41540540540541,2006/01/01
CHHATTISGARH,Rajnandgaon,2007,6.2125,2007/01/01
CHHATTISGARH,Rajnandgaon,2008,5.18536585365854,2008/01/01
CHHATTISGARH,Rajnandgaon,2009,6.57785714285714,2009/01/01
CHHATTISGARH,Surguja,2005,7.31942307692308,2005/01/01
CHHATTISGARH,Surguja,2006,7.39384615384615,2006/01/01
CHHATTISGARH,Surguja,2007,7.31679245283019,2007/01/01
CHHATTISGARH,Surguja,2008,5.75741379310345,2008/01/01
CHHATTISGARH,Surguja,2009,6.98465517241379,2009/01/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2005,4.88,2005/01/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2006,4.93,2006/01/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2007,4.923,2007/01/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2008,0,2008/01/01
"DADRA & NAGAR HAVELI","Dadra & Nagar Haveli",2009,0,2009/01/01
"DAMAN &DIU",Daman,2005,0,2005/01/01
"DAMAN &DIU",Daman,2006,0,2006/01/01
"DAMAN &DIU",Daman,2007,0,2007/01/01
"DAMAN &DIU",Daman,2008,0,2008/01/01
"DAMAN &DIU",Daman,2009,0,2009/01/01
"DAMAN &DIU",Diu,2005,0,2005/01/01
"DAMAN &DIU",Diu,2006,0,2006/01/01
"DAMAN &DIU",Diu,2007,0,2007/01/01
"DAMAN &DIU",Diu,2008,0,2008/01/01
"DAMAN &DIU",Diu,2009,0,2009/01/01
DELHI,Central,2005,3.53333333333333,2005/01/01
DELHI,Central,2006,3.08666666666667,2006/01/01
DELHI,Central,2007,3.975,2007/01/01
DELHI,Central,2008,0.57,2008/01/01
DELHI,Central,2009,4.375,2009/01/01
DELHI,East,2005,5.98823529411765,2005/01/01
DELHI,East,2006,2.6055,2006/01/01
DELHI,East,2007,6.5875,2007/01/01
DELHI,East,2008,5.52133333333333,2008/01/01
DELHI,East,2009,2.25714285714286,2009/01/01
DELHI,"New Delhi",2005,12.0340740740741,2005/01/01
DELHI,"New Delhi",2006,10.2996666666667,2006/01/01
DELHI,"New Delhi",2007,13.3830434782609,2007/01/01
DELHI,"New Delhi",2008,0.60954545454545,2008/01/01
DELHI,"New Delhi",2009,14.1095652173913,2009/01/01
DELHI,North,2005,4.54222222222222,2005/01/01
DELHI,North,2006,3.785,2006/01/01
DELHI,North,2007,4.16555555555556,2007/01/01
DELHI,North,2008,3.69909090909091,2008/01/01
DELHI,North,2009,4.34454545454545,2009/01/01
DELHI,"North East",2005,4.42666666666667,2005/01/01
DELHI,"North East",2006,3.4775,2006/01/01
DELHI,"North East",2007,5.97666666666667,2007/01/01
DELHI,"North East",2008,3.808,2008/01/01
DELHI,"North East",2009,2.94428571428571,2009/01/01
DELHI,"North West",2005,5.73794117647059,2005/01/01
DELHI,"North West",2006,4.90823529411765,2006/01/01
DELHI,"North West",2007,5.73741935483871,2007/01/01
DELHI,"North West",2008,5.01717948717949,2008/01/01
DELHI,"North West",2009,1.87128205128205,2009/01/01
DELHI,South,2005,29.4263157894737,2005/01/01
DELHI,South,2006,21.704,2006/01/01
DELHI,South,2007,36.1677419354839,2007/01/01
DELHI,South,2008,4.60684210526316,2008/01/01
DELHI,South,2009,3.48538461538462,2009/01/01
DELHI,"South West",2005,15.5158974358974,2005/01/01
DELHI,"South West",2006,10.9636956521739,2006/01/01
DELHI,"South West",2007,13.2624390243902,2007/01/01
DELHI,"South West",2008,9.02690476190476,2008/01/01
DELHI,"South West",2009,7.48260869565217,2009/01/01
DELHI,West,2005,3.96,2005/01/01
DELHI,West,2006,5.04333333333333,2006/01/01
DELHI,West,2007,3.82076923076923,2007/01/01
DELHI,West,2008,6.69846153846154,2008/01/01
DELHI,West,2009,5.77230769230769,2009/01/01
GOA,"North Goa",2005,0,2005/01/01
GOA,"North Goa",2006,0,2006/01/01
GOA,"North Goa",2007,0,2007/01/01
GOA,"North Goa",2008,0,2008/01/01
GOA,"North Goa",2009,0,2009/01/01
GOA,"South Goa",2005,0,2005/01/01
GOA,"South Goa",2006,0,2006/01/01
GOA,"South Goa",2007,0,2007/01/01
GOA,"South Goa",2008,0,2008/01/01
GOA,"South Goa",2009,0,2009/01/01
GUJARAT,Ahmadabad,2005,29.7137096774194,2005/01/01
GUJARAT,Ahmadabad,2006,36.2124074074074,2006/01/01
GUJARAT,Ahmadabad,2007,36.9877358490566,2007/01/01
GUJARAT,Ahmadabad,2008,33.7605882352941,2008/01/01
GUJARAT,Ahmadabad,2009,24.6422222222222,2009/01/01
GUJARAT,Amreli,2005,10.4492592592593,2005/01/01
GUJARAT,Amreli,2006,10.6708771929825,2006/01/01
GUJARAT,Amreli,2007,10.9256140350877,2007/01/01
GUJARAT,Amreli,2008,7.14425925925926,2008/01/01
GUJARAT,Amreli,2009,8.74296296296296,2009/01/01
GUJARAT,Anand,2005,10.4880555555556,2005/01/01
GUJARAT,Anand,2006,8.68,2006/01/01
GUJARAT,Anand,2007,6.55481481481482,2007/01/01
GUJARAT,Anand,2008,6.74821428571429,2008/01/01
GUJARAT,Anand,2009,8.63178571428571,2009/01/01
GUJARAT,"Banas Kantha",2005,28.7496296296296,2005/01/01
GUJARAT,"Banas Kantha",2006,26.07,2006/01/01
GUJARAT,"Banas Kantha",2007,31.94,2007/01/01
GUJARAT,"Banas Kantha",2008,31.9042592592593,2008/01/01
GUJARAT,"Banas Kantha",2009,32.1844,2009/01/01
GUJARAT,Bharuch,2005,5.34351351351351,2005/01/01
GUJARAT,Bharuch,2006,6.01277777777778,2006/01/01
GUJARAT,Bharuch,2007,5.93189189189189,2007/01/01
GUJARAT,Bharuch,2008,5.19111111111111,2008/01/01
GUJARAT,Bharuch,2009,5.57694444444444,2009/01/01
GUJARAT,Bhavnagar,2005,8.64212765957447,2005/01/01
GUJARAT,Bhavnagar,2006,6.53978260869565,2006/01/01
GUJARAT,Bhavnagar,2007,8.21422222222222,2007/01/01
GUJARAT,Bhavnagar,2008,5.22186046511628,2008/01/01
GUJARAT,Bhavnagar,2009,6.82977777777778,2009/01/01
GUJARAT,Dohad,2005,4.88545454545455,2005/01/01
GUJARAT,Dohad,2006,5.66454545454545,2006/01/01
GUJARAT,Dohad,2007,5.2305,2007/01/01
GUJARAT,Dohad,2008,4.90636363636364,2008/01/01
GUJARAT,Dohad,2009,6.24818181818182,2009/01/01
GUJARAT,Gandhinagar,2005,46.3983333333333,2005/01/01
GUJARAT,Gandhinagar,2006,55.3884615384615,2006/01/01
GUJARAT,Gandhinagar,2007,60.4030769230769,2007/01/01
GUJARAT,Gandhinagar,2008,56.3491666666667,2008/01/01
GUJARAT,Gandhinagar,2009,48.39,2009/01/01
GUJARAT,Jamnagar,2005,9.39746031746032,2005/01/01
GUJARAT,Jamnagar,2006,8.50145454545455,2006/01/01
GUJARAT,Jamnagar,2007,8.02859649122807,2007/01/01
GUJARAT,Jamnagar,2008,4.81142857142857,2008/01/01
GUJARAT,Jamnagar,2009,7.74254545454545,2009/01/01
GUJARAT,Junagadh,2005,9.99636363636364,2005/01/01
GUJARAT,Junagadh,2006,9.74809523809524,2006/01/01
GUJARAT,Junagadh,2007,9.09742424242424,2007/01/01
GUJARAT,Junagadh,2008,7.95111111111111,2008/01/01
GUJARAT,Junagadh,2009,8.31375,2009/01/01
GUJARAT,Kachchh,2005,9.07530864197531,2005/01/01
GUJARAT,Kachchh,2006,11.6911267605634,2006/01/01
GUJARAT,Kachchh,2007,9.72236842105263,2007/01/01
GUJARAT,Kachchh,2008,9.18014705882353,2008/01/01
GUJARAT,Kachchh,2009,12.3437313432836,2009/01/01
GUJARAT,Kheda,2005,11.5730769230769,2005/01/01
GUJARAT,Kheda,2006,11.4570833333333,2006/01/01
GUJARAT,Kheda,2007,11.5833333333333,2007/01/01
GUJARAT,Kheda,2008,9.43625,2008/01/01
GUJARAT,Kheda,2009,10.1854166666667,2009/01/01
GUJARAT,Mahesana,2005,47.4940425531915,2005/01/01
GUJARAT,Mahesana,2006,45.6397777777778,2006/01/01
GUJARAT,Mahesana,2007,41.0279591836735,2007/01/01
GUJARAT,Mahesana,2008,44.8102127659574,2008/01/01
GUJARAT,Mahesana,2009,37.83,2009/01/01
GUJARAT,Narmada,2005,9.513125,2005/01/01
GUJARAT,Narmada,2006,9.0475,2006/01/01
GUJARAT,Narmada,2007,9.25375,2007/01/01
GUJARAT,Narmada,2008,7.92466666666667,2008/01/01
GUJARAT,Narmada,2009,8.588,2009/01/01
GUJARAT,Navsari,2005,5.47263157894737,2005/01/01
GUJARAT,Navsari,2006,6.07444444444444,2006/01/01
GUJARAT,Navsari,2007,7.73333333333333,2007/01/01
GUJARAT,Navsari,2008,4.32611111111111,2008/01/01
GUJARAT,Navsari,2009,5.71133333333333,2009/01/01
GUJARAT,"Panch Mahals",2005,5.038,2005/01/01
GUJARAT,"Panch Mahals",2006,6.9388,2006/01/01
GUJARAT,"Panch Mahals",2007,5.71,2007/01/01
GUJARAT,"Panch Mahals",2008,3.92916666666667,2008/01/01
GUJARAT,"Panch Mahals",2009,6.87875,2009/01/01
GUJARAT,Patan,2005,41.2521875,2005/01/01
GUJARAT,Patan,2006,37.012,2006/01/01
GUJARAT,Patan,2007,35.0428,2007/01/01
GUJARAT,Patan,2008,34.4564,2008/01/01
GUJARAT,Patan,2009,17.0048,2009/01/01
GUJARAT,Porbandar,2005,8.97210526315789,2005/01/01
GUJARAT,Porbandar,2006,8.23333333333333,2006/01/01
GUJARAT,Porbandar,2007,6.94222222222222,2007/01/01
GUJARAT,Porbandar,2008,5.41333333333333,2008/01/01
GUJARAT,Porbandar,2009,6.40941176470588,2009/01/01
GUJARAT,Rajkot,2005,8.18393939393939,2005/01/01
GUJARAT,Rajkot,2006,5.87786885245902,2006/01/01
GUJARAT,Rajkot,2007,6.28225806451613,2007/01/01
GUJARAT,Rajkot,2008,5.77847457627119,2008/01/01
GUJARAT,Rajkot,2009,6.41321428571429,2009/01/01
GUJARAT,"Sabar Kantha",2005,11.3127272727273,2005/01/01
GUJARAT,"Sabar Kantha",2006,11.6371428571429,2006/01/01
GUJARAT,"Sabar Kantha",2007,8.04725,2007/01/01
GUJARAT,"Sabar Kantha",2008,6.71511111111111,2008/01/01
GUJARAT,"Sabar Kantha",2009,12.1146341463415,2009/01/01
GUJARAT,Surat,2005,4.17727272727273,2005/01/01
GUJARAT,Surat,2006,5.69531914893617,2006/01/01
GUJARAT,Surat,2007,6.42895833333333,2007/01/01
GUJARAT,Surat,2008,3.98697674418605,2008/01/01
GUJARAT,Surat,2009,5.54738095238095,2009/01/01
GUJARAT,Surendranagar,2005,8.30452380952381,2005/01/01
GUJARAT,Surendranagar,2006,6.57409090909091,2006/01/01
GUJARAT,Surendranagar,2007,7.04166666666667,2007/01/01
GUJARAT,Surendranagar,2008,6.83243902439024,2008/01/01
GUJARAT,Surendranagar,2009,6.44783783783784,2009/01/01
GUJARAT,"The Dangs",2005,2.75086956521739,2005/01/01
GUJARAT,"The Dangs",2006,3.23227272727273,2006/01/01
GUJARAT,"The Dangs",2007,4.40363636363636,2007/01/01
GUJARAT,"The Dangs",2008,1.71761904761905,2008/01/01
GUJARAT,"The Dangs",2009,2.70772727272727,2009/01/01
GUJARAT,Vadodara,2005,10.7003278688525,2005/01/01
GUJARAT,Vadodara,2006,10.1625490196078,2006/01/01
GUJARAT,Vadodara,2007,10.8098214285714,2007/01/01
GUJARAT,Vadodara,2008,10.0858823529412,2008/01/01
GUJARAT,Vadodara,2009,11.38,2009/01/01
GUJARAT,Valsad,2005,4.72578947368421,2005/01/01
GUJARAT,Valsad,2006,4.50105263157895,2006/01/01
GUJARAT,Valsad,2007,5.89,2007/01/01
GUJARAT,Valsad,2008,3.74764705882353,2008/01/01
GUJARAT,Valsad,2009,5.09941176470588,2009/01/01
HARYANA,Ambala,2005,4.43789473684211,2005/01/01
HARYANA,Ambala,2006,5.91296296296296,2006/01/01
HARYANA,Ambala,2007,11.1178571428571,2007/01/01
HARYANA,Ambala,2008,8.22714285714286,2008/01/01
HARYANA,Ambala,2009,6.66846153846154,2009/01/01
HARYANA,Bhiwani,2005,10.245,2005/01/01
HARYANA,Bhiwani,2006,9.56029411764706,2006/01/01
HARYANA,Bhiwani,2007,10.5553125,2007/01/01
HARYANA,Bhiwani,2008,9.3871875,2008/01/01
HARYANA,Bhiwani,2009,9.59322580645161,2009/01/01
HARYANA,Faridabad,2005,8.675,2005/01/01
HARYANA,Faridabad,2006,8.16785714285714,2006/01/01
HARYANA,Faridabad,2007,9.27962962962963,2007/01/01
HARYANA,Faridabad,2008,6.09458333333333,2008/01/01
HARYANA,Faridabad,2009,2.215,2009/01/01
HARYANA,Fatehabad,2005,8.606875,2005/01/01
HARYANA,Fatehabad,2006,8.43785714285714,2006/01/01
HARYANA,Fatehabad,2007,7.28066666666667,2007/01/01
HARYANA,Fatehabad,2008,8.70642857142857,2008/01/01
HARYANA,Fatehabad,2009,7.25307692307692,2009/01/01
HARYANA,Gurgaon,2005,5.95412698412698,2005/01/01
HARYANA,Gurgaon,2006,9.4762962962963,2006/01/01
HARYANA,Gurgaon,2007,9.2996,2007/01/01
HARYANA,Gurgaon,2008,8.3188,2008/01/01
HARYANA,Gurgaon,2009,2.12954545454545,2009/01/01
HARYANA,Hisar,2005,7.60424242424242,2005/01/01
HARYANA,Hisar,2006,6.89606060606061,2006/01/01
HARYANA,Hisar,2007,7.684,2007/01/01
HARYANA,Hisar,2008,7.45758620689655,2008/01/01
HARYANA,Hisar,2009,6.22115384615385,2009/01/01
HARYANA,Jhajjar,2005,3.84761904761905,2005/01/01
HARYANA,Jhajjar,2006,2.72761904761905,2006/01/01
HARYANA,Jhajjar,2007,4.63529411764706,2007/01/01
HARYANA,Jhajjar,2008,2.58777777777778,2008/01/01
HARYANA,Jhajjar,2009,2.86529411764706,2009/01/01
HARYANA,Jind,2005,9.39538461538462,2005/01/01
HARYANA,Jind,2006,7.0972,2006/01/01
HARYANA,Jind,2007,9.28409090909091,2007/01/01
HARYANA,Jind,2008,9.17636363636364,2008/01/01
HARYANA,Jind,2009,7.513,2009/01/01
HARYANA,Kaithal,2005,11.8380952380952,2005/01/01
HARYANA,Kaithal,2006,7.637,2006/01/01
HARYANA,Kaithal,2007,11.4405882352941,2007/01/01
HARYANA,Kaithal,2008,10.3826666666667,2008/01/01
HARYANA,Kaithal,2009,10.46125,2009/01/01
HARYANA,Karnal,2005,5.12539473684211,2005/01/01
HARYANA,Karnal,2006,4.76761904761905,2006/01/01
HARYANA,Karnal,2007,8.73636363636364,2007/01/01
HARYANA,Karnal,2008,10.1366666666667,2008/01/01
HARYANA,Karnal,2009,8.305,2009/01/01
HARYANA,Kurukshetra,2005,4.84887096774194,2005/01/01
HARYANA,Kurukshetra,2006,13.3188461538462,2006/01/01
HARYANA,Kurukshetra,2007,22.315,2007/01/01
HARYANA,Kurukshetra,2008,18.5186666666667,2008/01/01
HARYANA,Kurukshetra,2009,16.8668421052632,2009/01/01
HARYANA,Mahendragarh,2005,20.278,2005/01/01
HARYANA,Mahendragarh,2006,20.3933333333333,2006/01/01
HARYANA,Mahendragarh,2007,13.5242857142857,2007/01/01
HARYANA,Mahendragarh,2008,16.04,2008/01/01
HARYANA,Mahendragarh,2009,14.582,2009/01/01
HARYANA,Panchkula,2005,15.5183333333333,2005/01/01
HARYANA,Panchkula,2006,16.13,2006/01/01
HARYANA,Panchkula,2007,13.9925,2007/01/01
HARYANA,Panchkula,2008,14.62875,2008/01/01
HARYANA,Panchkula,2009,13.265,2009/01/01
HARYANA,Panipat,2005,4.69,2005/01/01
HARYANA,Panipat,2006,4.93046511627907,2006/01/01
HARYANA,Panipat,2007,9.70578947368421,2007/01/01
HARYANA,Panipat,2008,11.4795,2008/01/01
HARYANA,Panipat,2009,1.89769230769231,2009/01/01
HARYANA,Rewari,2005,13.87,2005/01/01
HARYANA,Rewari,2006,9.44142857142857,2006/01/01
HARYANA,Rewari,2007,17.4958333333333,2007/01/01
HARYANA,Rewari,2008,12.449,2008/01/01
HARYANA,Rewari,2009,9.99555555555555,2009/01/01
HARYANA,Rohtak,2005,4.2435,2005/01/01
HARYANA,Rohtak,2006,3.91315789473684,2006/01/01
HARYANA,Rohtak,2007,3.21368421052632,2007/01/01
HARYANA,Rohtak,2008,3.626,2008/01/01
HARYANA,Rohtak,2009,2.44,2009/01/01
HARYANA,Sirsa,2005,6.67152173913043,2005/01/01
HARYANA,Sirsa,2006,9.96645161290323,2006/01/01
HARYANA,Sirsa,2007,8.91125,2007/01/01
HARYANA,Sirsa,2008,9.164375,2008/01/01
HARYANA,Sirsa,2009,7.666,2009/01/01
HARYANA,Sonipat,2005,3.41609756097561,2005/01/01
HARYANA,Sonipat,2006,3.95466666666667,2006/01/01
HARYANA,Sonipat,2007,4.8296875,2007/01/01
HARYANA,Sonipat,2008,4.245,2008/01/01
HARYANA,Sonipat,2009,2.47285714285714,2009/01/01
HARYANA,Yamunanagar,2005,6.02071428571429,2005/01/01
HARYANA,Yamunanagar,2006,6.252,2006/01/01
HARYANA,Yamunanagar,2007,12.075652173913,2007/01/01
HARYANA,Yamunanagar,2008,9.846,2008/01/01
HARYANA,Yamunanagar,2009,3.12611111111111,2009/01/01
"HIMACHAL PRADESH",Bilaspur,2005,0,2005/01/01
"HIMACHAL PRADESH",Bilaspur,2006,0,2006/01/01
"HIMACHAL PRADESH",Bilaspur,2007,0,2007/01/01
"HIMACHAL PRADESH",Bilaspur,2008,0,2008/01/01
"HIMACHAL PRADESH",Bilaspur,2009,0,2009/01/01
"HIMACHAL PRADESH",Chamba,2005,0,2005/01/01
"HIMACHAL PRADESH",Chamba,2006,0,2006/01/01
"HIMACHAL PRADESH",Chamba,2007,0,2007/01/01
"HIMACHAL PRADESH",Chamba,2008,0,2008/01/01
"HIMACHAL PRADESH",Chamba,2009,0,2009/01/01
"HIMACHAL PRADESH",Hamirpur,2005,7.24,2005/01/01
"HIMACHAL PRADESH",Hamirpur,2006,8.11,2006/01/01
"HIMACHAL PRADESH",Hamirpur,2007,7.3,2007/01/01
"HIMACHAL PRADESH",Hamirpur,2008,4.74,2008/01/01
"HIMACHAL PRADESH",Hamirpur,2009,4.81,2009/01/01
"HIMACHAL PRADESH",Kangra,2005,4.78225806451613,2005/01/01
"HIMACHAL PRADESH",Kangra,2006,5.07607142857143,2006/01/01
"HIMACHAL PRADESH",Kangra,2007,4.90107142857143,2007/01/01
"HIMACHAL PRADESH",Kangra,2008,4.65035714285714,2008/01/01
"HIMACHAL PRADESH",Kangra,2009,5.18321428571429,2009/01/01
"HIMACHAL PRADESH",Kinnaur,2005,0,2005/01/01
"HIMACHAL PRADESH",Kinnaur,2006,0,2006/01/01
"HIMACHAL PRADESH",Kinnaur,2007,0,2007/01/01
"HIMACHAL PRADESH",Kinnaur,2008,0,2008/01/01
"HIMACHAL PRADESH",Kinnaur,2009,0,2009/01/01
"HIMACHAL PRADESH",Kullu,2005,3.54333333333333,2005/01/01
"HIMACHAL PRADESH",Kullu,2006,3.54666666666667,2006/01/01
"HIMACHAL PRADESH",Kullu,2007,3.75333333333333,2007/01/01
"HIMACHAL PRADESH",Kullu,2008,4.35333333333333,2008/01/01
"HIMACHAL PRADESH",Kullu,2009,4.04666666666667,2009/01/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2005,0,2005/01/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2006,0,2006/01/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2007,0,2007/01/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2008,0,2008/01/01
"HIMACHAL PRADESH","Lahul &amp; Spiti",2009,0,2009/01/01
"HIMACHAL PRADESH",Mandi,2005,6.494,2005/01/01
"HIMACHAL PRADESH",Mandi,2006,7.383,2006/01/01
